Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Spencer Strider","ATL",15,7,,3.23318,31,31,0,0,180,733,135,70,65,21,58,,9,256,12.766,2.88045,4.43192,1.04392,0.348791,0.0786996,0.2700910419225693,0.203336,1.07193,0.293946,0.751467,,,3.03309,4.95313,4.87995,5.170000076293945,,,,"27498"
"Zack Wheeler","PHI",13,9,,3.58297,32,32,0,0,196,810,178,85,78,21,51,,9,197,9.02633,2.33858,3.85975,0.966611,0.242735,0.0628888,0.17984649538993835,0.236616,1.16557,0.293772,0.721894,,,3.55723,4.95091,4.4688,23.399999618530273,,,,"10310"
"Aaron Nola","PHI",13,10,,3.82786,32,32,0,0,196,806,182,90,84,25,42,,7,203,9.30544,1.92513,4.83366,1.13893,0.251809,0.0520949,0.1997143030166626,0.239855,1.13928,0.296128,0.707296,,,3.57622,4.80941,3.93898,52.81999969482422,,,,"16149"
"Logan Webb","SFG",13,10,,3.41601,32,32,0,0,202,838,197,84,77,17,44,,8,178,7.92268,1.96022,4.04174,0.765119,0.212451,0.0525642,0.15988638252019882,0.25006,1.18988,0.303575,0.722367,,,3.36811,4.18459,4.34625,50.25,,,,"17995"
"Yoshinobu Yamamoto","LAD",14,8,,3.77505,29,29,0,0,184,738,154,83,77,25,44,,6,191,9.32016,2.16574,4.30345,1.21038,0.258383,0.0600409,0.19834204018115997,0.224213,1.07782,0.274083,0.702225,,,3.75436,3.69773,3.48762,999,,,,"33825"
"Max Fried","ATL",14,7,,3.43812,31,31,0,0,179,744,170,75,68,18,47,,6,167,8.40335,2.35307,3.57122,0.882999,0.224424,0.0628424,0.1615818440914154,0.246282,1.21322,0.301354,0.740107,,,3.55073,3.60667,4.25913,59.08000183105469,,,,"13743"
"Shota Imanaga","CHC",10,8,,3.70349,29,29,0,0,169,706,156,75,69,21,47,,7,175,9.34407,2.52055,3.70716,1.11794,0.248233,0.0669605,0.18127276003360748,0.239888,1.20672,0.297154,0.739409,,,3.7522,3.35757,3.50044,170.22999572753906,,,,"sa3023346"
"Zac Gallen","ARI",13,10,,3.69759,32,32,0,0,197,817,180,87,81,24,56,,8,194,8.87139,2.57321,3.44759,1.09792,0.237227,0.0688095,0.16841749101877213,0.239087,1.2015,0.291568,0.734593,,,3.84628,3.34323,4.24916,40.02000045776367,,,,"19291"
"Tyler Glasnow","LAD",11,6,,3.52578,26,26,0,0,146,598,122,62,57,20,46,,2,182,11.1878,2.82339,3.96254,1.22409,0.304462,0.076835,0.22762677818536758,0.221129,1.14402,0.292242,0.754057,,,3.52108,3.23726,3.1824,37.97999954223633,,,,"14374"
"Jesús Luzardo","MIA",10,10,,3.82207,31,31,0,0,177,745,157,81,75,23,62,,7,200,10.181,3.12986,3.25287,1.16193,0.268898,0.082665,0.18623341619968414,0.232605,1.23606,0.296725,0.737608,,,3.83484,3.20246,3.48079,79.31999969482422,,,,"19959"
"Justin Steele","CHC",11,9,,3.67353,31,31,0,0,177,742,168,78,72,20,53,,8,165,8.39505,2.69674,3.11304,0.999045,0.222331,0.0714194,0.15091198682785034,0.247152,1.25175,0.299482,0.737305,,,3.86197,3.16088,3.72218,94.83000183105469,,,,"17312"
"Dylan Cease","SDP",11,9,,3.74891,31,31,0,0,176,747,147,79,73,21,74,,7,206,10.57,3.77783,2.79789,1.0948,0.276125,0.0986904,0.17743497341871262,0.220908,1.2573,0.286901,0.74435,,,3.87333,3.11755,3.10724,97.83000183105469,,,,"18525"
"Freddy Peralta","MIL",11,9,,3.77479,29,29,0,0,163,673,133,73,68,22,58,,8,189,10.4914,3.22931,3.2488,1.19971,0.281614,0.0866827,0.1949317753314972,0.219652,1.17845,0.28215,0.733066,,,3.88011,3.08661,3.30519,50.47999954223633,,,,"18679"
"Mitch Keller","PIT",11,11,,4.14635,32,32,0,0,189,811,184,94,87,22,64,,11,177,8.43597,3.04366,2.77165,1.05866,0.218468,0.0788222,0.1396453082561493,0.249477,1.30921,0.300779,0.709154,,,4.10429,2.89818,3.02467,156.8699951171875,,,,"17594"
"Blake Snell","SFG",11,9,,3.5286,29,29,0,0,163,695,134,69,64,18,77,,4,205,11.3348,4.26464,2.65786,0.967278,0.295614,0.111223,0.1843915730714798,0.21763,1.29258,0.29696,0.75957,,,3.62843,2.87611,3.36128,73.19000244140625,,,,"13543"
"Sonny Gray","STL",10,8,,3.70243,31,31,0,0,175,734,162,78,72,19,57,,8,159,8.20361,2.92199,2.80754,1.00304,0.217067,0.0773159,0.1397515833377838,0.241591,1.24996,0.28993,0.734272,,,3.98845,2.86649,3.51482,132.3800048828125,,,,"12768"
"Yu Darvish","SDP",11,11,,4.04266,29,29,0,0,174,721,157,84,78,24,46,,10,172,8.91469,2.40038,3.71387,1.26694,0.238707,0.0642746,0.17443284392356873,0.236711,1.17241,0.283844,0.707267,,,4.074,2.84108,2.43644,175.6699981689453,,,,"13074"
"Joe Musgrove","SDP",11,8,,3.61841,29,29,0,0,172,716,158,74,69,21,43,,13,165,8.65529,2.25577,3.83696,1.10905,0.230524,0.06008,0.17044450715184212,0.239311,1.17103,0.288715,0.73834,,,3.91097,2.81518,3.39037,93.05000305175781,,,,"12970"
"Chris Sale","ATL",10,7,,3.80318,28,28,0,0,145,606,129,66,61,20,43,,9,172,10.6777,2.69146,3.96726,1.25639,0.283333,0.0714179,0.2119155451655388,0.232697,1.1889,0.300333,0.739003,,,3.78678,2.80671,2.88598,107.16999816894531,,,,"10603"
