Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Nick Gonzales","PIT",113.37,467.701,426.587,110.347,72.6992,25.3659,2.90023,9.38166,51.2252,51.2874,29.1555,0.894993,106.195,7.05658,3.83143,1.0709,8.2635,4.80992,1.49772,0.258674,0.062338,0.227058,0.274546,0.31408,0.397712,0.309869,0.711791,0.139037,4.56182,0.320687,,-0.497113,54.5942,-0.116598,95.6431,-0.497113,0.11,-2.9338497519493103,2.5885108560323715,1.57288,388.760009765625,,,,,,,477.9,4.229203539,477.9,4.229203539,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
"Spencer Steer","CIN",141.343,591.697,519.907,126.857,75.8049,28.7561,2.0056,20.2906,73.448,71.826,58.0511,0.850198,121.326,8.59487,4.70841,0.435725,8.56649,13.2876,3.17105,0.244,0.0981094,0.205047,0.478473,0.327272,0.424107,0.327393,0.751379,0.180107,4.87262,0.278242,,0.255653,77.4133,8.19773,103.55,0.255653,1.45,2.7673328816890717,-7.328077077865601,1.56397,119.23999786376953,,,,,,,692,4.907801418,692,4.907801418,,,,,,,,,,,,,,,,,,,"Spencer Steer","26323",668715
"Geraldo Perdomo","ARI",121.727,477.747,411.405,96.143,70.0265,18.2908,2.38955,5.43617,53.209,34.3386,46.3769,1.09445,84.4347,5.38837,3.44173,11.1348,9.39801,12.8183,3.22298,0.233694,0.0970743,0.176735,0.549264,0.316983,0.329411,0.289388,0.646394,0.0957168,5.39659,0.279119,,0.305735,47.8914,-7.99449,82.8099,0.305735,3.25,-9.514850109815598,8.690340042114258,1.55794,454.6199951171875,,,,,,,406.5,3.331967213,406.5,3.331967213,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Lars Nootbaar","STL",122.95,495.55,427.94,101.865,66.4865,19.005,1.82453,14.5494,59.4392,53.9982,61.124,2.0897,100.699,2.23333,3.27827,0.97489,10.4808,6.67294,2.2427,0.238037,0.123346,0.203207,0.606997,0.33407,0.39297,0.319755,0.72704,0.154933,4.32218,0.276343,,-0.58201,61.7879,3.81938,106.351,-0.58201,0.76,3.181750774383545,-4.636434316635132,1.55408,264.1199951171875,,,,,,,547.4,4.450406504,547.4,4.450406504,,,,,,,,,,,,,,,,,,,"Lars Nootbaar","21454",663457
"Lourdes Gurriel Jr.","ARI",133.747,565.364,521.784,143.438,95.718,28.2722,1.71633,17.7317,68.341,75.8149,32.7239,0.715157,100.344,5.40579,4.94389,0.463039,11.2887,6.27878,1.64479,0.2749,0.0578811,0.177486,0.326116,0.32144,0.43761,0.327727,0.759051,0.162711,4.14422,0.307613,,-0.46113,74.1203,7.98509,108.615,-0.46113,-0.54,5.362968921661377,-9.208787024021149,1.54724,225.05999755859375,,,,,,,660.4,4.928358208,660.4,4.928358208,,,,,,,,,,,,,,,,,,,"Lourdes Gurriel Jr.","19238",666971
"Connor Norby","MIA",134.634,557.258,506.776,122.525,77.6635,26.6241,2.18126,16.0562,62.1905,62.2924,41.3818,0.477108,159.814,5.22385,3.41275,0.463454,7.95801,9.99551,2.91947,0.241774,0.0742596,0.286786,0.258937,0.303758,0.397967,0.305946,0.701725,0.156194,4.79306,0.318465,,-0.160321,63.2883,-1.89864,92.9671,-0.160321,-0.88,-4.846855744719505,1.1976851224899292,1.53967,267.760009765625,,,,,,,570.5,4.225925925,570.5,4.225925925,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Matt Shaw","CHC",115.618,467.266,425.732,103.863,71.2405,17.9814,2.03552,12.6056,54.254,50.6935,32.2739,0.833406,101.547,5.43586,2.93738,0.886737,8.34384,13.6617,3.77278,0.243963,0.0690696,0.217321,0.317823,0.303557,0.38459,0.300775,0.688147,0.140627,5.44305,0.290151,,0.351034,51.1232,-3.53667,94.6544,0.351034,0,-2.6358832120895386,1.7842282056808472,1.51909,999,,,,,,,468.6,4.039655172,468.6,4.039655172,,,,,,,,,,,,,,,,,,,"Matt Shaw","sa3022615",807713
"Jeff McNeil","NYM",129.342,520.218,471.271,118.533,83.7617,24.8218,1.17008,8.77991,53.9202,50.8399,34.6926,0.964224,70.477,9.16687,3.51118,1.57595,10.8912,2.8125,1.00261,0.251518,0.0666885,0.135476,0.492254,0.313112,0.365045,0.298819,0.678157,0.113526,3.20758,0.277488,,-0.843192,56.0977,-4.75641,94.306,-0.843192,-0.88,-4.385316073894501,0.5457273721694946,1.39262,403.0899963378906,,,,,,,493.1,3.82248062,493.1,3.82248062,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Carson Kelly","CHC",82.224,301.399,268.733,59.2818,40.41,10.6411,0.414722,7.81596,29.0559,33.2068,25.7017,0.319676,62.3936,3.77221,2.19,0.332286,5.71422,0.64839,0.211209,0.220597,0.0852746,0.207013,0.411928,0.295461,0.350535,0.286146,0.645996,0.129937,2.2153,0.256414,,-0.504894,29.427,-5.83004,84.808,-0.504894,2.15,-5.980327367782593,8.494444370269775,1.29624,519.2100219726562,,,,,,,260.4,3.175609756,260.4,3.175609756,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"TJ Friedl","CIN",120.494,503.429,443.52,108.012,70.7945,18.0608,3.43336,15.7231,62.5831,53.7747,40.8119,0.776509,83.746,10.1797,4.08554,4.83228,8.02204,15.3232,3.45844,0.243533,0.0810678,0.166351,0.487329,0.318902,0.40609,0.316746,0.724991,0.162556,5.90849,0.265094,,0.708886,61.551,2.66083,96.3838,0.708886,-4.73,-1.4680997729301453,-2.870524764060974,1.28334,248.85000610351562,,,,,,,553.6,4.613333333,553.6,4.613333333,,,,,,,,,,,,,,,,,,,"TJ Friedl","19522",670770
"Tyler Fitzgerald","SFG",134.902,537.609,491.801,113.484,70.1549,23.9031,2.50097,16.9246,64.6412,56.3082,33.6046,0.248601,166.447,6.74111,3.43217,2.03026,6.36494,17.3706,4.00358,0.230751,0.0625076,0.309605,0.201894,0.287221,0.392765,0.295795,0.679986,0.162014,6.16488,0.309621,,0.982497,56.6646,-6.22382,90.7241,0.982497,0.34,-4.980739176273346,-0.7009104788303375,1.26218,237.91000366210938,,,,,,,531.4,3.936296296,531.4,3.936296296,,,,,,,,,,,,,,,,,,,"Tyler Fitzgerald","26208",666149
"Isiah Kiner-Falefa","PIT",122.97,493.041,454.895,118.779,93.1694,17.6561,2.11854,5.83524,53.5443,43.0202,24.7709,0.342451,78.1817,6.64496,3.25625,2.65777,11.5237,16.1734,4.47692,0.261114,0.0502411,0.15857,0.316838,0.306792,0.347725,0.288713,0.654517,0.086611,5.31434,0.301881,,0.440923,49.1566,-8.51836,81.4034,0.440923,0.44,-10.523283451795578,5.940885007381439,1.22243,360.4100036621094,,,,,,,446.6,3.630894308,446.6,3.630894308,,,,,,,,,,,,,,,,,,,"Isiah Kiner-Falefa","16512",643396
"Heliot Ramos","SFG",134.569,560.863,510.799,127.934,82.7071,24.5758,2.22786,18.4237,67.3686,64.835,40.1635,1.21514,149.4,5.46229,3.62604,0.811644,10.4758,8.08058,2.61998,0.250459,0.0716102,0.266374,0.268833,0.309901,0.4155,0.314637,0.7254,0.16504,4.62891,0.315955,,-0.448258,67.6211,2.01248,103.406,-0.448258,-1.43,1.8360745310783386,-8.915714383125305,1.19778,211.6199951171875,,,,,,,600.7,4.449629629,600.7,4.449629629,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
