Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tommy Edman","LAD",141,609,555,141,93,29,3,15,78,69,42,1,108,6,4,2,,25,4,0.253165,0.0683112,0.17721,0.385483,0.309596,0.398003,0.308166,0.707599,0.144838,6.27329,0.287084,0.552344,2.30121,70.2528,-0.986803,98.7817,2.85355,3.65987,1.9663193225860596,5.88486909866333,2.90646,176.24000549316406,,,,,,,657.1,4.660283687,657.1,4.660283687,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Brandon Nimmo","NYM",131,567,489,123,80,23,3,17,74,65,64,0,125,10,3,1,,8,2,0.252181,0.11212,0.219715,0.510299,0.34776,0.418411,0.336866,0.766171,0.16623,4.93165,0.302951,-0.302518,-0.324499,78.5055,12.1789,119.914,-0.627017,3.48819,12.87539792060852,-3.8868072032928467,2.8794,194.55999755859375,,,,,,,675,5.152671755,675,5.152671755,,,,,,,,,,,,,,,,,,,"Brandon Nimmo","12927",607043
"Alec Bohm","PHI",143,616,562,158,105,34,2,17,72,80,42,1,95,6,6,0,,5,2,0.280525,0.0687463,0.153642,0.447446,0.333979,0.43651,0.333425,0.77049,0.155986,3.29242,0.30884,-0.679467,-1.0474,83.5836,11.5251,113.495,-1.72687,-2.36238,8.21362817287445,-0.9123756885528564,2.87375,170.85000610351562,,,,,,,740.5,5.178321678,740.5,5.178321678,,,,,,,,,,,,,,,,,,,"Alec Bohm","21618",664761
"Brendan Donovan","STL",134,581,512,143,103,26,2,13,69,63,52,1,77,12,4,1,,5,3,0.279802,0.0899267,0.132328,0.679573,0.357852,0.412304,0.338924,0.770156,0.132502,3.58424,0.306616,0.0964783,-1.5173,81.4059,13.4416,119.253,-1.42082,0.557379,11.955597281455994,-3.8176209330558777,2.83973,244.7100067138672,,,,,,,690.9,5.155970149,690.9,5.155970149,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Teoscar Hernández","LAD",151,651,594,156,96,28,1,30,83,102,46,2,185,7,4,0,,9,3,0.262354,0.0711808,0.284089,0.250558,0.321289,0.467262,0.338646,0.788551,0.204908,3.98986,0.328505,-0.581324,-0.52966,91.0682,14.9154,119.297,-1.11098,-2.22822,13.910882353782654,-9.203216552734375,2.72633,57.4900016784668,,,,,,,816.2,5.405298013,816.2,5.405298013,,,,,,,,,,,,,,,,,,,"Teoscar Hernandez","13066",606192
"Sean Murphy","ATL",91,358,313,74,43,16,1,14,41,46,35,1,84,8,2,0,,0,0,0.234623,0.0964117,0.23488,0.410472,0.323949,0.425451,0.326819,0.7494,0.190828,2.58645,0.273641,-0.187582,-0.632891,46.7249,4.79992,108.445,-0.820472,2.17872,2.798901319503784,9.178717374801636,2.69134,254.9199981689453,,,,,,,414.1,4.55054945,414.1,4.55054945,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Max Muncy","LAD",126,546,454,97,52,20,1,25,74,74,80,3,146,8,4,0,,3,1,0.214237,0.145879,0.266986,0.546393,0.338016,0.427856,0.333928,0.765873,0.213619,3.15032,0.250806,-0.0550911,-0.965601,74.3067,10.4367,116.122,-1.02069,-2.84234,9.50527024269104,-1.6423401832580566,2.69088,261.6400146484375,,,,,,,654.8,5.196825396,654.8,5.196825396,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
"Francisco Alvarez","NYM",92,366,325,76,45,14,1,17,44,51,34,0,89,4,3,1,,1,1,0.234854,0.0930107,0.243762,0.381563,0.313073,0.437222,0.325306,0.750296,0.202369,3.13552,0.268955,-0.402964,-0.653,47.2702,4.45621,112.134,-1.05596,-3.22748,4.254557490348816,3.297522783279419,2.67191,177.55999755859375,,,,,,,419.8,4.563043478,419.8,4.563043478,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Kyle Schwarber","PHI",152,658,549,124,65,20,1,38,97,95,98,4,191,6,4,1,,5,2,0.225992,0.148761,0.289698,0.513505,0.346951,0.474622,0.353993,0.821573,0.248629,3.39462,0.264788,-0.612643,-1.08172,100.175,23.2036,127.338,-1.69437,-0.00875303,19.8165944814682,-16.05875226855278,2.65232,77.23999786376953,,,,,,,882.2,5.803947368,882.2,5.803947368,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Geraldo Perdomo","ARI",131,567,486,122,87,24,3,8,74,53,62,0,91,6,4,9,,16,4,0.250935,0.109789,0.160937,0.68219,0.3403,0.360566,0.31272,0.700866,0.109631,5.79632,0.291939,0.884812,0.179652,67.4861,1.15958,98.5138,1.06446,0.130249,0.056798577308654785,6.205248489975929,2.59781,429.55999755859375,,,,,,,582.3,4.445038167,582.3,4.445038167,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Brandon Marsh","PHI",125,539,475,118,76,23,4,15,64,63,55,1,166,4,4,1,,16,4,0.247851,0.10112,0.308039,0.328271,0.327569,0.407087,0.321122,0.734656,0.159236,6.0815,0.344534,0.63487,0.718551,67.7986,4.74745,105.214,1.35342,2.35881,4.714333653450012,1.8838098049163818,2.53617,311.3599853515625,,,,,,,612.5,4.9,612.5,4.9,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
